"GEO_ID","NAME","B19001G_001E","B19001G_001M","B19001G_001MA","B19001G_001EA","B19001G_002E","B19001G_002EA","B19001G_002M","B19001G_002MA","B19001G_003E","B19001G_003EA","B19001G_003M","B19001G_003MA","B19001G_004E","B19001G_004EA","B19001G_004M","B19001G_004MA","B19001G_005E","B19001G_005EA","B19001G_005M","B19001G_005MA","B19001G_006E","B19001G_006EA","B19001G_006M","B19001G_006MA","B19001G_007E","B19001G_007EA","B19001G_007M","B19001G_007MA","B19001G_008E","B19001G_008EA","B19001G_008M","B19001G_008MA","B19001G_009E","B19001G_009EA","B19001G_009M","B19001G_009MA","B19001G_010E","B19001G_010EA","B19001G_010M","B19001G_010MA","B19001G_011E","B19001G_011EA","B19001G_011M","B19001G_011MA","B19001G_012E","B19001G_012EA","B19001G_012M","B19001G_012MA","B19001G_013E","B19001G_013EA","B19001G_013M","B19001G_013MA","B19001G_014E","B19001G_014EA","B19001G_014M","B19001G_014MA","B19001G_015E","B19001G_015EA","B19001G_015M","B19001G_015MA","B19001G_016E","B19001G_016M","B19001G_016MA","B19001G_016EA","B19001G_017E","B19001G_017EA","B19001G_017M","B19001G_017MA",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","541","404","null","null","66","null","107","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","321","null","371","null","0","null","19","null","27","null","45","null","0","null","19","null","82","null","89","null","45","null","56","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","158","150","null","null","25","null","40","null","7","null","12","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","18","null","85","null","139","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","29","null","42","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","130","113","null","null","0","null","13","null","0","null","13","null","0","null","13","null","1","null","2","null","0","null","13","null","7","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","37","56","null","null","85","null","94","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","124","95","null","null","0","null","13","null","21","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null","9","null","14","null","0","null","13","null","0","null","13","null","23","null","23","null","18","null","29","null","50","null","82","null","0","null","13","null","0","null","13","null","3","null","12","null","0","13","null","null","0","null","13","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","397","237","null","null","28","null","43","null","2","null","5","null","0","null","19","null","38","null","57","null","63","null","98","null","0","null","19","null","0","null","19","null","0","null","19","null","22","null","29","null","35","null","46","null","138","null","183","null","19","null","30","null","0","null","19","null","27","null","44","null","0","19","null","null","25","null","40","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","313","145","null","null","18","null","31","null","21","null","31","null","0","null","13","null","84","null","59","null","25","null","40","null","15","null","22","null","0","null","13","null","0","null","13","null","60","null","98","null","23","null","32","null","28","null","44","null","26","null","33","null","13","null","20","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","437","169","null","null","42","null","48","null","19","null","30","null","32","null","55","null","45","null","45","null","13","null","23","null","3","null","7","null","53","null","84","null","40","null","47","null","20","null","33","null","31","null","36","null","102","null","121","null","6","null","13","null","0","null","19","null","0","null","19","null","31","44","null","null","0","null","19","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","178","108","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","31","null","49","null","18","null","28","null","0","null","13","null","0","null","13","null","13","null","21","null","4","null","8","null","0","null","13","null","24","null","22","null","0","null","13","null","19","null","28","null","53","78","null","null","16","null","23","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","241","136","null","null","0","null","19","null","0","null","19","null","31","null","49","null","46","null","66","null","29","null","49","null","0","null","19","null","29","null","43","null","0","null","19","null","0","null","19","null","10","null","15","null","77","null","91","null","19","null","31","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","203","103","null","null","13","null","22","null","0","null","13","null","0","null","13","null","23","null","37","null","59","null","51","null","0","null","13","null","0","null","13","null","37","null","56","null","12","null","20","null","0","null","13","null","14","null","24","null","0","null","13","null","0","null","13","null","14","null","24","null","31","47","null","null","0","null","13","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","76","67","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","28","null","48","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","14","null","21","null","0","null","19","null","33","null","50","null","0","19","null","null","1","null","11","null",
"1400000US04013109401","Census Tract 1094.01, Maricopa County, Arizona","19","30","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","30","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109402","Census Tract 1094.02, Maricopa County, Arizona","78","80","null","null","0","null","13","null","0","null","13","null","14","null","24","null","6","null","20","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","28","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","43","null","70","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","329","241","null","null","0","null","19","null","9","null","17","null","0","null","19","null","9","null","14","null","0","null","19","null","0","null","19","null","7","null","12","null","8","null","14","null","0","null","19","null","36","null","45","null","0","null","19","null","169","null","217","null","48","null","78","null","43","null","75","null","0","19","null","null","0","null","19","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","193","101","null","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","16","null","0","null","13","null","75","null","69","null","0","null","13","null","59","null","58","null","0","null","13","null","21","null","34","null","0","null","13","null","0","null","13","null","27","null","35","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","516","442","null","null","0","null","19","null","0","null","19","null","0","null","19","null","13","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","315","null","424","null","30","null","44","null","57","null","62","null","40","null","49","null","51","null","59","null","10","null","16","null","0","19","null","null","0","null","19","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","126","66","null","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","19","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","44","null","45","null","13","null","21","null","50","null","49","null","7","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","202","166","null","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","32","null","0","null","13","null","40","null","43","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","6","null","9","null","125","null","158","null","5","null","9","null","7","null","11","null","0","13","null","null","0","null","13","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","190","108","null","null","0","null","19","null","0","null","19","null","0","null","19","null","8","null","15","null","0","null","19","null","0","null","19","null","20","null","28","null","0","null","19","null","0","null","19","null","28","null","44","null","28","null","33","null","54","null","79","null","0","null","19","null","14","null","23","null","0","19","null","null","38","null","64","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","76","46","null","null","21","null","32","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","12","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","18","null","20","null","20","null","23","null","0","null","13","null","0","null","13","null","9","10","null","null","0","null","13","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","77","59","null","null","0","null","13","null","0","null","13","null","18","null","24","null","0","null","13","null","31","null","47","null","0","null","13","null","6","null","10","null","0","null","13","null","0","null","13","null","0","null","13","null","22","null","25","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","75","47","null","null","0","null","13","null","0","null","13","null","18","null","29","null","3","null","6","null","0","null","13","null","0","null","13","null","6","null","9","null","0","null","13","null","0","null","13","null","9","null","10","null","0","null","13","null","0","null","13","null","19","null","30","null","0","null","13","null","13","19","null","null","7","null","11","null",
"1400000US04013109706","Census Tract 1097.06, Maricopa County, Arizona","132","132","null","null","22","null","35","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","37","null","46","null","0","null","13","null","0","null","13","null","73","null","117","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109707","Census Tract 1097.07, Maricopa County, Arizona","296","183","null","null","0","null","19","null","0","null","19","null","45","null","68","null","0","null","19","null","43","null","58","null","0","null","19","null","28","null","41","null","0","null","19","null","26","null","42","null","18","null","35","null","0","null","19","null","95","null","152","null","41","null","45","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","242","197","null","null","7","null","12","null","0","null","13","null","0","null","13","null","0","null","13","null","30","null","45","null","0","null","13","null","122","null","182","null","42","null","50","null","0","null","13","null","3","null","4","null","11","null","17","null","3","null","5","null","12","null","18","null","0","null","13","null","0","13","null","null","12","null","20","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","114","76","null","null","0","null","13","null","0","null","13","null","5","null","10","null","0","null","13","null","0","null","13","null","23","null","38","null","0","null","13","null","25","null","38","null","0","null","13","null","0","null","13","null","49","null","56","null","12","null","20","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","133","85","null","null","13","null","21","null","0","null","19","null","0","null","19","null","14","null","22","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","18","null","29","null","25","null","42","null","0","null","19","null","10","null","16","null","0","19","null","null","53","null","56","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","105","70","null","null","18","null","30","null","0","null","19","null","0","null","19","null","9","null","14","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","24","null","36","null","0","null","19","null","14","null","22","null","5","null","8","null","6","null","11","null","29","null","48","null","0","19","null","null","0","null","19","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","191","153","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","62","null","92","null","18","null","30","null","61","null","100","null","0","null","13","null","0","null","13","null","0","null","13","null","50","null","59","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","283","157","null","null","0","null","19","null","0","null","19","null","26","null","43","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","86","null","103","null","0","null","19","null","23","null","35","null","85","null","77","null","5","null","8","null","58","null","93","null","0","19","null","null","0","null","19","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","318","243","null","null","0","null","19","null","46","null","75","null","0","null","19","null","0","null","19","null","29","null","47","null","0","null","19","null","0","null","19","null","139","null","210","null","0","null","19","null","0","null","19","null","0","null","19","null","63","null","68","null","10","null","19","null","7","null","12","null","24","34","null","null","0","null","19","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","145","117","null","null","14","null","23","null","0","null","13","null","0","null","13","null","8","null","13","null","0","null","13","null","37","null","47","null","0","null","13","null","0","null","13","null","10","null","15","null","57","null","90","null","0","null","13","null","8","null","13","null","0","null","13","null","0","null","13","null","8","13","null","null","3","null","4","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","140","93","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","25","null","33","null","0","null","13","null","25","null","39","null","0","null","13","null","0","null","13","null","11","null","18","null","31","null","49","null","16","null","20","null","32","null","49","null","0","13","null","null","0","null","13","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","53","73","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","46","null","72","null","0","null","13","null","0","null","13","null","0","null","13","null","7","13","null","null","0","null","13","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","72","54","null","null","0","null","13","null","0","null","13","null","21","null","20","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","43","null","50","null","8","null","12","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","270","194","null","null","0","null","13","null","0","null","13","null","108","null","171","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","27","null","30","null","0","null","13","null","85","null","74","null","7","null","11","null","43","null","66","null","0","13","null","null","0","null","13","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","165","104","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","34","null","56","null","0","null","19","null","54","null","76","null","0","null","19","null","40","null","66","null","27","null","43","null","0","null","19","null","10","null","22","null","0","19","null","null","0","null","19","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","133","81","null","null","0","null","13","null","0","null","13","null","39","null","50","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","17","null","8","null","13","null","12","null","18","null","0","null","13","null","0","null","13","null","29","null","31","null","0","null","13","null","23","34","null","null","10","null","14","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","223","168","null","null","6","null","9","null","8","null","14","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","17","null","8","null","14","null","0","null","13","null","91","null","147","null","9","null","15","null","33","null","37","null","16","null","26","null","0","null","13","null","41","null","66","null","0","13","null","null","0","null","13","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","177","106","null","null","7","null","11","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","14","null","0","null","13","null","65","null","62","null","0","null","13","null","0","null","13","null","14","null","22","null","46","null","56","null","0","null","13","null","28","null","47","null","10","null","16","null","0","13","null","null","0","null","13","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","56","57","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","46","null","52","null","10","null","17","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","58","69","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","43","null","62","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","16","null","5","10","null","null","0","null","13","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","243","167","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","92","null","119","null","15","null","23","null","0","null","19","null","43","null","70","null","0","null","19","null","16","null","26","null","77","null","100","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","124","75","null","null","7","null","11","null","11","null","18","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","31","null","53","null","0","null","13","null","9","null","15","null","46","null","39","null","14","null","18","null","0","null","13","null","0","null","13","null","6","9","null","null","0","null","13","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","198","147","null","null","99","null","105","null","4","null","6","null","7","null","10","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","14","null","22","null","14","null","21","null","0","null","13","null","0","null","13","null","60","95","null","null","0","null","13","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","272","167","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","18","null","28","null","0","null","13","null","10","null","16","null","0","null","13","null","0","null","13","null","25","null","39","null","35","null","30","null","149","null","158","null","24","null","35","null","0","null","13","null","11","17","null","null","0","null","13","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","426","246","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","58","null","68","null","102","null","111","null","85","null","89","null","19","null","36","null","131","null","186","null","31","37","null","null","0","null","19","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","231","150","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","25","null","34","null","0","null","13","null","77","null","113","null","9","null","15","null","24","null","38","null","70","null","115","null","13","null","20","null","13","23","null","null","0","null","13","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","106","97","null","null","0","null","13","null","27","null","38","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","2","null","19","null","0","null","13","null","0","null","13","null","0","null","13","null","67","null","84","null","0","null","13","null","10","null","16","null","0","13","null","null","0","null","13","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","89","77","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","40","null","63","null","0","null","13","null","38","null","46","null","7","null","10","null","0","null","13","null","4","6","null","null","0","null","13","null",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","129","82","null","null","0","null","19","null","0","null","19","null","0","null","19","null","4","null","7","null","19","null","31","null","0","null","19","null","15","null","26","null","29","null","47","null","0","null","19","null","10","null","17","null","35","null","47","null","17","null","24","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","236","169","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","17","null","22","null","15","null","25","null","0","null","13","null","7","null","12","null","14","null","21","null","0","null","13","null","114","null","150","null","22","null","33","null","14","null","20","null","6","null","10","null","16","26","null","null","11","null","17","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","367","272","null","null","21","null","32","null","11","null","17","null","0","null","13","null","17","null","23","null","0","null","13","null","0","null","13","null","19","null","32","null","0","null","13","null","0","null","13","null","234","null","243","null","0","null","13","null","34","null","39","null","0","null","13","null","14","null","21","null","17","28","null","null","0","null","13","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","216","126","null","null","0","null","19","null","17","null","27","null","0","null","19","null","0","null","19","null","13","null","21","null","21","null","31","null","0","null","19","null","0","null","19","null","0","null","19","null","23","null","36","null","20","null","33","null","42","null","66","null","45","null","76","null","0","null","19","null","16","25","null","null","19","null","31","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","125","113","null","null","0","null","13","null","56","null","83","null","0","null","13","null","0","null","13","null","41","null","65","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","17","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","18","null","30","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","212","124","null","null","13","null","21","null","0","null","13","null","0","null","13","null","11","null","16","null","0","null","13","null","0","null","13","null","0","null","13","null","35","null","47","null","0","null","13","null","0","null","13","null","0","null","13","null","43","null","54","null","12","null","18","null","69","null","107","null","0","13","null","null","29","null","31","null",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","164","125","null","null","0","null","13","null","0","null","13","null","14","null","20","null","0","null","13","null","20","null","27","null","0","null","13","null","0","null","13","null","43","null","68","null","16","null","25","null","0","null","13","null","60","null","80","null","0","null","13","null","11","null","17","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","239","252","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","25","null","40","null","0","null","19","null","0","null","19","null","155","null","234","null","0","null","19","null","37","null","62","null","0","null","19","null","11","null","17","null","11","19","null","null","0","null","19","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","83","61","null","null","0","null","13","null","0","null","13","null","23","null","34","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","23","null","38","null","0","null","13","null","17","null","27","null","11","null","17","null","9","null","14","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","560","455","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","262","null","409","null","73","null","69","null","27","null","44","null","0","null","19","null","0","null","19","null","30","null","37","null","137","null","210","null","0","null","19","null","0","null","19","null","31","null","40","null","0","19","null","null","0","null","19","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","268","132","null","null","0","null","19","null","0","null","19","null","25","null","41","null","0","null","19","null","9","null","17","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","39","null","31","null","84","null","81","null","24","null","38","null","35","null","51","null","34","null","54","null","18","27","null","null","0","null","19","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","479","464","null","null","0","null","19","null","0","null","19","null","0","null","19","null","9","null","15","null","0","null","19","null","82","null","133","null","0","null","19","null","18","null","27","null","312","null","456","null","0","null","19","null","21","null","32","null","0","null","19","null","20","null","31","null","0","null","19","null","0","19","null","null","17","null","27","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","210","178","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","23","null","36","null","0","null","19","null","0","null","19","null","0","null","19","null","50","null","57","null","93","null","151","null","44","null","58","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","119","88","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","19","null","33","null","0","null","19","null","30","null","47","null","17","null","28","null","0","null","19","null","24","null","47","null","0","null","19","null","4","null","6","null","25","40","null","null","0","null","19","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","144","101","null","null","25","null","39","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","88","null","87","null","0","null","13","null","9","null","15","null","0","null","13","null","0","null","13","null","22","null","23","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","341","406","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","268","null","400","null","0","null","13","null","22","null","27","null","19","null","29","null","0","null","13","null","15","null","23","null","17","null","25","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","110","100","null","null","12","null","19","null","5","null","8","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","1","null","3","null","0","null","13","null","0","null","13","null","0","null","13","null","18","null","25","null","74","null","93","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","258","109","null","null","27","null","43","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","23","null","0","null","13","null","82","null","73","null","0","null","13","null","0","null","13","null","36","null","55","null","0","null","13","null","48","null","49","null","22","null","36","null","13","null","21","null","15","24","null","null","0","null","13","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","231","200","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","18","null","0","null","13","null","57","null","60","null","0","null","13","null","163","null","187","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112515","Census Tract 1125.15, Maricopa County, Arizona","23","39","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","23","null","39","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112516","Census Tract 1125.16, Maricopa County, Arizona","227","227","null","null","7","null","12","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","148","null","216","null","0","null","13","null","0","null","13","null","45","null","60","null","18","null","28","null","0","null","13","null","9","null","24","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112517","Census Tract 1125.17, Maricopa County, Arizona","195","146","null","null","77","null","99","null","0","null","19","null","15","null","24","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","21","null","30","null","11","null","17","null","27","null","44","null","44","null","75","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013112518","Census Tract 1125.18, Maricopa County, Arizona","204","137","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","54","null","54","null","0","null","13","null","0","null","13","null","73","null","116","null","38","null","35","null","16","null","21","null","13","null","20","null","10","null","16","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112519","Census Tract 1125.19, Maricopa County, Arizona","127","131","null","null","0","null","19","null","15","null","29","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","56","null","91","null","0","null","19","null","56","null","71","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013112520","Census Tract 1125.20, Maricopa County, Arizona","313","191","null","null","36","null","47","null","0","null","13","null","72","null","76","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","56","null","60","null","0","null","13","null","0","null","13","null","142","null","189","null","0","null","13","null","7","null","17","null","0","13","null","null","0","null","13","null",
"1400000US04013112521","Census Tract 1125.21, Maricopa County, Arizona","170","137","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","47","null","73","null","0","null","13","null","0","null","13","null","41","null","65","null","0","null","13","null","34","null","54","null","48","null","78","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013112522","Census Tract 1125.22, Maricopa County, Arizona","410","315","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","26","null","44","null","35","null","59","null","16","null","27","null","0","null","19","null","27","null","40","null","138","null","169","null","149","null","236","null","19","null","32","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013112523","Census Tract 1125.23, Maricopa County, Arizona","201","137","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","95","null","110","null","0","null","13","null","0","null","13","null","45","null","45","null","22","null","37","null","0","null","13","null","16","null","28","null","0","null","13","null","23","null","36","null","0","null","13","null","0","13","null","null","0","null","13","null",
