"Column Name","Label"
"B17001_012MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!35 to 44 years"
"B17001_012EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!35 to 44 years"
"B17001_013E","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!45 to 54 years"
"B17001_013EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!45 to 54 years"
"B17001_013M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!45 to 54 years"
"B17001_013MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!45 to 54 years"
"B17001_014E","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!55 to 64 years"
"B17001_014M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!55 to 64 years"
"B17001_014MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!55 to 64 years"
"B17001_014EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!55 to 64 years"
"B17001_015E","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!65 to 74 years"
"B17001_015M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!65 to 74 years"
"B17001_015MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!65 to 74 years"
"B17001_015EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!65 to 74 years"
"B17001_016E","Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!75 years and over"
"B17001_016M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!75 years and over"
"B17001_016MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!75 years and over"
"B17001_016EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!75 years and over"
"B17001_017E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female"
"B17001_017M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female"
"B17001_017MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female"
"B17001_017EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female"
"B17001_018E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Under 5 years"
"B17001_018M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!Under 5 years"
"B17001_018MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!Under 5 years"
"B17001_018EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Under 5 years"
"B17001_019E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!5 years"
"B17001_019M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!5 years"
"B17001_019MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!5 years"
"B17001_019EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!5 years"
"B17001_020E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!6 to 11 years"
"B17001_020M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!6 to 11 years"
"B17001_020MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!6 to 11 years"
"B17001_020EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!6 to 11 years"
"B17001_021E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!12 to 14 years"
"B17001_021EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!12 to 14 years"
"B17001_021M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!12 to 14 years"
"B17001_021MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!12 to 14 years"
"B17001_022E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!15 years"
"B17001_022EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!15 years"
"B17001_022M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!15 years"
"B17001_022MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!15 years"
"B17001_023E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!16 and 17 years"
"B17001_023EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!16 and 17 years"
"B17001_023M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!16 and 17 years"
"B17001_023MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!16 and 17 years"
"B17001_024E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!18 to 24 years"
"B17001_024M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!18 to 24 years"
"B17001_024MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!18 to 24 years"
"B17001_024EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!18 to 24 years"
"B17001_025E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!25 to 34 years"
"B17001_025EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!25 to 34 years"
"B17001_025M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!25 to 34 years"
"B17001_025MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!25 to 34 years"
"B17001_026E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!35 to 44 years"
"B17001_026EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!35 to 44 years"
"B17001_026M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!35 to 44 years"
"B17001_026MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!35 to 44 years"
"B17001_027E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!45 to 54 years"
"B17001_027EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!45 to 54 years"
"B17001_027M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!45 to 54 years"
"B17001_027MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!45 to 54 years"
"B17001_028E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!55 to 64 years"
"B17001_028EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!55 to 64 years"
"B17001_028M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!55 to 64 years"
"B17001_028MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!55 to 64 years"
"B17001_029E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!65 to 74 years"
"B17001_029M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!65 to 74 years"
"B17001_029MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!65 to 74 years"
"B17001_029EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!65 to 74 years"
"B17001_030E","Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!75 years and over"
"B17001_030M","Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!75 years and over"
"B17001_030MA","Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!75 years and over"
"B17001_030EA","Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!75 years and over"
"B17001_031E","Estimate!!Total!!Income in the past 12 months at or above poverty level"
"B17001_031EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level"
"B17001_031M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level"
"B17001_031MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level"
"B17001_032E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male"
"B17001_032EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male"
"B17001_032M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male"
"B17001_032MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male"
"B17001_033E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Under 5 years"
"B17001_033EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Under 5 years"
"B17001_033M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!Under 5 years"
"B17001_033MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!Under 5 years"
"B17001_034E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!5 years"
"B17001_034EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!5 years"
"B17001_034M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!5 years"
"B17001_034MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!5 years"
"B17001_035E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!6 to 11 years"
"B17001_035M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!6 to 11 years"
"B17001_035MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!6 to 11 years"
"B17001_035EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!6 to 11 years"
"B17001_036E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!12 to 14 years"
"B17001_036EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!12 to 14 years"
"B17001_036M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!12 to 14 years"
"B17001_036MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!12 to 14 years"
"B17001_037E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!15 years"
"B17001_037M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!15 years"
"B17001_037MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!15 years"
"B17001_037EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!15 years"
"B17001_038E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!16 and 17 years"
"B17001_038M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!16 and 17 years"
"B17001_038MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!16 and 17 years"
"B17001_038EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!16 and 17 years"
"B17001_039E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!18 to 24 years"
"B17001_039EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!18 to 24 years"
"B17001_039M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!18 to 24 years"
"B17001_039MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!18 to 24 years"
"B17001_040E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!25 to 34 years"
"B17001_040M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!25 to 34 years"
"B17001_040MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!25 to 34 years"
"B17001_040EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!25 to 34 years"
"B17001_041E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!35 to 44 years"
"B17001_041EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!35 to 44 years"
"B17001_041M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!35 to 44 years"
"B17001_041MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!35 to 44 years"
"B17001_042E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!45 to 54 years"
"B17001_042EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!45 to 54 years"
"B17001_042M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!45 to 54 years"
"B17001_042MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!45 to 54 years"
"B17001_043E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!55 to 64 years"
"B17001_043M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!55 to 64 years"
"B17001_043MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!55 to 64 years"
"B17001_043EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!55 to 64 years"
"B17001_044E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!65 to 74 years"
"B17001_044EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!65 to 74 years"
"B17001_044M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!65 to 74 years"
"B17001_044MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!65 to 74 years"
"B17001_045E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!75 years and over"
"B17001_045M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!75 years and over"
"B17001_045MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male!!75 years and over"
"B17001_045EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!75 years and over"
"B17001_046E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female"
"B17001_046M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female"
"B17001_046MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female"
"B17001_046EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female"
"B17001_047E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Under 5 years"
"B17001_047EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Under 5 years"
"B17001_047M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!Under 5 years"
"B17001_047MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!Under 5 years"
"B17001_048E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!5 years"
"B17001_048M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!5 years"
"B17001_048MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!5 years"
"B17001_048EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!5 years"
"B17001_049E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!6 to 11 years"
"B17001_049EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!6 to 11 years"
"B17001_049M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!6 to 11 years"
"B17001_049MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!6 to 11 years"
"B17001_050E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!12 to 14 years"
"B17001_050EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!12 to 14 years"
"B17001_050M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!12 to 14 years"
"B17001_050MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!12 to 14 years"
"B17001_051E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!15 years"
"B17001_051M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!15 years"
"B17001_051MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!15 years"
"B17001_051EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!15 years"
"B17001_052E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!16 and 17 years"
"B17001_052EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!16 and 17 years"
"B17001_052M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!16 and 17 years"
"B17001_052MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!16 and 17 years"
"B17001_053E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!18 to 24 years"
"B17001_053EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!18 to 24 years"
"B17001_053M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!18 to 24 years"
"B17001_053MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!18 to 24 years"
"B17001_054E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!25 to 34 years"
"B17001_054M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!25 to 34 years"
"B17001_054MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!25 to 34 years"
"B17001_054EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!25 to 34 years"
"B17001_055E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!35 to 44 years"
"B17001_055EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!35 to 44 years"
"B17001_055M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!35 to 44 years"
"B17001_055MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!35 to 44 years"
"B17001_056E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!45 to 54 years"
"B17001_056EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!45 to 54 years"
"B17001_056M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!45 to 54 years"
"B17001_056MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!45 to 54 years"
"B17001_057E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!55 to 64 years"
"B17001_057M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!55 to 64 years"
"B17001_057MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!55 to 64 years"
"B17001_057EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!55 to 64 years"
"B17001_058E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!65 to 74 years"
"B17001_058EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!65 to 74 years"
"B17001_058M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!65 to 74 years"
"B17001_058MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!65 to 74 years"
"B17001_059E","Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!75 years and over"
"B17001_059M","Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!75 years and over"
"B17001_059MA","Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Female!!75 years and over"
"B17001_059EA","Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!75 years and over"
