"GEO_ID","NAME","B19013G_001M","B19013G_001MA","B19013G_001E","B19013G_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","95781","null","36250","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","6310","null","75357","null",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","56680","null","23750","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","51703","null","22222","null",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","66947","null","62426","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","709","null","6544","null",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","31255","null","49243","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","24942","null","143409","null",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","15245","null","48859","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","1867","null","8550","null",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","39334","null","75375","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","24463","null","25583","null",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","32489","null","63162","null",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","93121","null","54615","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","135917","null","87614","null",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","194318","null","73750","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","249185","null","170192","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","16488","null","27188","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","1930","null","49732","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","33096","null","27941","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","11993","null","43616","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","3648","null","33287","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","72196","null","67589","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","101177","null","102614","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","46268","null","42000","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","11671","null","18571","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","16335","null","9432","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","222924","null","57417","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","12871","null","20144","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","121174","null","18182","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","65445","null","54375","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","60538","null","40375","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","63028","null","3250","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","31574","null","29679","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","19477","null","63304","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","92541","null","36528","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","75635","null","62857","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","80991","null","62784","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","14389","null","47946","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","56704","null","33182","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","67831","null","85165","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","5094","null","10833","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","17632","null","27917","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","24808","null","9570","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","404","null","38891","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","302825","null","34333","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","76272","null","4808","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","47802","null","42750","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","8745","null","36500","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","103282","null","65481","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","12573","null","38650","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","41515","null","10469","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","12951","null","38429","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","98249","null","73313","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","68476","null","73000","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","6712","null","37375","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","86621","null","65329","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","1901","null","10750","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","50948","null","46250","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","76407","null","11875","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","97047","null","4722","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","600","null","36458","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","58445","null","50078","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","48538","null","14028","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","49479","null","35833","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","11343","null","33438","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","66903","null","42417","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","34244","null","57583","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","39416","null","55000","null",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","104466","null","77813","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","37245","null","73036","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","26077","null","9792","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","33342","null","52031","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116608","Census Tract 1166.08, Maricopa County, Arizona","127593","null","132625","null",
"1400000US04013116609","Census Tract 1166.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116613","Census Tract 1166.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116702","Census Tract 1167.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116704","Census Tract 1167.04, Maricopa County, Arizona","90457","null","28672","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","32032","null","15714","null",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","243857","null","180313","null",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","62629","null","106250","null",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","44638","null","41823","null",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","49780","null","58281","null",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","6869","null","29896","null",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","60203","null","75625","null",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","266001","null","96250","null",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","**","**","-","-",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","**","**","-","-",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","**","**","-","-",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","**","**","-","-",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","56361","null","45000","null",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216818","Census Tract 2168.18, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","232654","null","197868","null",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","466082","null","54868","null",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","96705","null","45000","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","34678","null","61176","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","131921","null","4833","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","37173","null","92353","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","199766","null","19886","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","88941","null","210703","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","22284","null","43421","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","288705","null","152794","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","90372","null","32455","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","59113","null","40909","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","**","**","-","-",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","**","**","-","-",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","**","**","-","-",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","**","**","-","-",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","**","**","-","-",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","**","**","-","-",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","15154","null","35855","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","11035","null","26397","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","15697","null","36694","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","**","**","-","-",
