"GEO_ID","NAME","B19013B_001M","B19013B_001MA","B19013B_001E","B19013B_001EA",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","67280","null","18199","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","89458","null","115156","null",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","160400","null","98750","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","67520","null","175083","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","54248","null","44715","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","58523","null","80875","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","11437","null","23370","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","214134","null","95956","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","49525","null","45156","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","10353","null","68950","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","**","**","-","-",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","**","**","-","-",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","72734","null","82935","null",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","48773","null","65625","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","39703","null","29750","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","**","**","-","-",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","18201","null","37788","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","54851","null","45461","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","16738","null","20709","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","10829","null","10795","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","4536","null","8586","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","29316","null","8965","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","28295","null","30968","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","81592","null","43542","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","24771","null","102308","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","37429","null","42635","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","8096","null","66635","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","37505","null","31250","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","37246","null","37946","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","20915","null","23125","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","79899","null","70804","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","33531","null","16551","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","40693","null","36500","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","17520","null","38403","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","15397","null","50568","null",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","45771","null","65146","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","11520","null","64625","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","23433","null","37250","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","57102","null","27500","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","79137","null","7333","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","109095","null","130893","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","8374","null","31442","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","39466","null","41000","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","83346","null","105078","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","68969","null","100724","null",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420116","Census Tract 4201.16, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420202","Census Tract 4202.02, Maricopa County, Arizona","44206","null","37578","null",
"1400000US04013420206","Census Tract 4202.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420207","Census Tract 4202.07, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013420208","Census Tract 4202.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420209","Census Tract 4202.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420210","Census Tract 4202.10, Maricopa County, Arizona","19074","null","76563","null",
"1400000US04013420211","Census Tract 4202.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420212","Census Tract 4202.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420213","Census Tract 4202.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420214","Census Tract 4202.14, Maricopa County, Arizona","17996","null","29538","null",
"1400000US04013420215","Census Tract 4202.15, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420216","Census Tract 4202.16, Maricopa County, Arizona","50948","null","24231","null",
"1400000US04013420301","Census Tract 4203.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420302","Census Tract 4203.02, Maricopa County, Arizona","167585","null","127930","null",
"1400000US04013420303","Census Tract 4203.03, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013420304","Census Tract 4203.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420401","Census Tract 4204.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420402","Census Tract 4204.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420501","Census Tract 4205.01, Maricopa County, Arizona","34593","null","33269","null",
"1400000US04013420503","Census Tract 4205.03, Maricopa County, Arizona","22072","null","31250","null",
"1400000US04013420504","Census Tract 4205.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420602","Census Tract 4206.02, Maricopa County, Arizona","37014","null","50885","null",
"1400000US04013420603","Census Tract 4206.03, Maricopa County, Arizona","142577","null","29896","null",
"1400000US04013420604","Census Tract 4206.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420704","Census Tract 4207.04, Maricopa County, Arizona","93401","null","71250","null",
"1400000US04013420705","Census Tract 4207.05, Maricopa County, Arizona","147139","null","154531","null",
"1400000US04013420706","Census Tract 4207.06, Maricopa County, Arizona","33996","null","80288","null",
"1400000US04013420707","Census Tract 4207.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420708","Census Tract 4207.08, Maricopa County, Arizona","5921","null","23750","null",
"1400000US04013420709","Census Tract 4207.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420710","Census Tract 4207.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420800","Census Tract 4208, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420901","Census Tract 4209.01, Maricopa County, Arizona","225765","null","12422","null",
"1400000US04013420902","Census Tract 4209.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421001","Census Tract 4210.01, Maricopa County, Arizona","21073","null","26607","null",
"1400000US04013421002","Census Tract 4210.02, Maricopa County, Arizona","108904","null","60380","null",
"1400000US04013421101","Census Tract 4211.01, Maricopa County, Arizona","31145","null","30733","null",
"1400000US04013421102","Census Tract 4211.02, Maricopa County, Arizona","53303","null","31250","null",
"1400000US04013421201","Census Tract 4212.01, Maricopa County, Arizona","48396","null","7155","null",
"1400000US04013421202","Census Tract 4212.02, Maricopa County, Arizona","97214","null","122806","null",
"1400000US04013421302","Census Tract 4213.02, Maricopa County, Arizona","50282","null","43654","null",
"1400000US04013421303","Census Tract 4213.03, Maricopa County, Arizona","37548","null","41806","null",
"1400000US04013421304","Census Tract 4213.04, Maricopa County, Arizona","18728","null","16667","null",
"1400000US04013421400","Census Tract 4214, Maricopa County, Arizona","8468","null","19861","null",
"1400000US04013421501","Census Tract 4215.01, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013421502","Census Tract 4215.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421601","Census Tract 4216.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421602","Census Tract 4216.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421701","Census Tract 4217.01, Maricopa County, Arizona","2012","null","67500","null",
"1400000US04013421702","Census Tract 4217.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421801","Census Tract 4218.01, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013421802","Census Tract 4218.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421901","Census Tract 4219.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013421902","Census Tract 4219.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422001","Census Tract 4220.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422002","Census Tract 4220.02, Maricopa County, Arizona","56760","null","53155","null",
"1400000US04013422102","Census Tract 4221.02, Maricopa County, Arizona","58604","null","9167","null",
"1400000US04013422103","Census Tract 4221.03, Maricopa County, Arizona","14147","null","35964","null",
"1400000US04013422104","Census Tract 4221.04, Maricopa County, Arizona","18417","null","25893","null",
"1400000US04013422105","Census Tract 4221.05, Maricopa County, Arizona","17751","null","33382","null",
"1400000US04013422106","Census Tract 4221.06, Maricopa County, Arizona","15073","null","26893","null",
"1400000US04013422107","Census Tract 4221.07, Maricopa County, Arizona","8716","null","30875","null",
"1400000US04013422203","Census Tract 4222.03, Maricopa County, Arizona","12044","null","25500","null",
"1400000US04013422204","Census Tract 4222.04, Maricopa County, Arizona","10255","null","29762","null",
"1400000US04013422205","Census Tract 4222.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422209","Census Tract 4222.09, Maricopa County, Arizona","28305","null","32250","null",
"1400000US04013422210","Census Tract 4222.10, Maricopa County, Arizona","12259","null","50515","null",
"1400000US04013422211","Census Tract 4222.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422212","Census Tract 4222.12, Maricopa County, Arizona","28801","null","36979","null",
"1400000US04013422213","Census Tract 4222.13, Maricopa County, Arizona","12279","null","53750","null",
"1400000US04013422215","Census Tract 4222.15, Maricopa County, Arizona","8726","null","54167","null",
"1400000US04013422216","Census Tract 4222.16, Maricopa County, Arizona","71110","null","118385","null",
"1400000US04013422217","Census Tract 4222.17, Maricopa County, Arizona","31554","null","56739","null",
"1400000US04013422218","Census Tract 4222.18, Maricopa County, Arizona","53684","null","80417","null",
"1400000US04013422219","Census Tract 4222.19, Maricopa County, Arizona","39539","null","73750","null",
"1400000US04013422220","Census Tract 4222.20, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422221","Census Tract 4222.21, Maricopa County, Arizona","28905","null","28553","null",
"1400000US04013422222","Census Tract 4222.22, Maricopa County, Arizona","48798","null","50600","null",
"1400000US04013422301","Census Tract 4223.01, Maricopa County, Arizona","43412","null","55833","null",
"1400000US04013422302","Census Tract 4223.02, Maricopa County, Arizona","45236","null","83500","null",
"1400000US04013422304","Census Tract 4223.04, Maricopa County, Arizona","17736","null","25690","null",
"1400000US04013422305","Census Tract 4223.05, Maricopa County, Arizona","91169","null","79044","null",
"1400000US04013422307","Census Tract 4223.07, Maricopa County, Arizona","24109","null","34250","null",
"1400000US04013422308","Census Tract 4223.08, Maricopa County, Arizona","44887","null","16696","null",
"1400000US04013422309","Census Tract 4223.09, Maricopa County, Arizona","60198","null","75625","null",
"1400000US04013422401","Census Tract 4224.01, Maricopa County, Arizona","135696","null","90500","null",
"1400000US04013422402","Census Tract 4224.02, Maricopa County, Arizona","49090","null","58214","null",
"1400000US04013422403","Census Tract 4224.03, Maricopa County, Arizona","66678","null","73750","null",
"1400000US04013422404","Census Tract 4224.04, Maricopa County, Arizona","20887","null","76750","null",
"1400000US04013422501","Census Tract 4225.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422502","Census Tract 4225.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422503","Census Tract 4225.03, Maricopa County, Arizona","40884","null","32135","null",
"1400000US04013422504","Census Tract 4225.04, Maricopa County, Arizona","49989","null","35455","null",
"1400000US04013422506","Census Tract 4225.06, Maricopa County, Arizona","60053","null","60667","null",
"1400000US04013422507","Census Tract 4225.07, Maricopa County, Arizona","11021","null","26719","null",
"1400000US04013422508","Census Tract 4225.08, Maricopa County, Arizona","77013","null","28750","null",
"1400000US04013422509","Census Tract 4225.09, Maricopa County, Arizona","49822","null","47788","null",
"1400000US04013422510","Census Tract 4225.10, Maricopa County, Arizona","867","null","101029","null",
"1400000US04013422511","Census Tract 4225.11, Maricopa County, Arizona","42134","null","105833","null",
"1400000US04013422512","Census Tract 4225.12, Maricopa County, Arizona","31729","null","121042","null",
"1400000US04013422513","Census Tract 4225.13, Maricopa County, Arizona","32040","null","50104","null",
"1400000US04013422514","Census Tract 4225.14, Maricopa County, Arizona","208142","null","34091","null",
"1400000US04013422606","Census Tract 4226.06, Maricopa County, Arizona","463579","null","54712","null",
"1400000US04013422607","Census Tract 4226.07, Maricopa County, Arizona","31488","null","14808","null",
"1400000US04013422609","Census Tract 4226.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422610","Census Tract 4226.10, Maricopa County, Arizona","91995","null","28214","null",
"1400000US04013422615","Census Tract 4226.15, Maricopa County, Arizona","34138","null","84375","null",
"1400000US04013422616","Census Tract 4226.16, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422617","Census Tract 4226.17, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422618","Census Tract 4226.18, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422620","Census Tract 4226.20, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422621","Census Tract 4226.21, Maricopa County, Arizona","46108","null","51696","null",
"1400000US04013422622","Census Tract 4226.22, Maricopa County, Arizona","48271","null","25000","null",
"1400000US04013422623","Census Tract 4226.23, Maricopa County, Arizona","41808","null","35227","null",
"1400000US04013422624","Census Tract 4226.24, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422625","Census Tract 4226.25, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422626","Census Tract 4226.26, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422627","Census Tract 4226.27, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422628","Census Tract 4226.28, Maricopa County, Arizona","1586","null","19018","null",
"1400000US04013422629","Census Tract 4226.29, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422630","Census Tract 4226.30, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422631","Census Tract 4226.31, Maricopa County, Arizona","233433","null","202778","null",
"1400000US04013422632","Census Tract 4226.32, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422633","Census Tract 4226.33, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013422634","Census Tract 4226.34, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422635","Census Tract 4226.35, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422636","Census Tract 4226.36, Maricopa County, Arizona","15286","null","50298","null",
"1400000US04013422637","Census Tract 4226.37, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422638","Census Tract 4226.38, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013422639","Census Tract 4226.39, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422640","Census Tract 4226.40, Maricopa County, Arizona","68833","null","105489","null",
"1400000US04013422641","Census Tract 4226.41, Maricopa County, Arizona","226903","null","156250","null",
"1400000US04013422642","Census Tract 4226.42, Maricopa County, Arizona","56119","null","145925","null",
"1400000US04013422643","Census Tract 4226.43, Maricopa County, Arizona","88821","null","68500","null",
"1400000US04013422644","Census Tract 4226.44, Maricopa County, Arizona","23359","null","68250","null",
"1400000US04013422646","Census Tract 4226.46, Maricopa County, Arizona","36804","null","75968","null",
"1400000US04013522800","Census Tract 5228, Maricopa County, Arizona","**","**","-","-",
"1400000US04013522901","Census Tract 5229.01, Maricopa County, Arizona","30453","null","47759","null",
"1400000US04013522903","Census Tract 5229.03, Maricopa County, Arizona","17839","null","29844","null",
"1400000US04013522904","Census Tract 5229.04, Maricopa County, Arizona","35025","null","50702","null",
"1400000US04013523002","Census Tract 5230.02, Maricopa County, Arizona","92649","null","56908","null",
"1400000US04013523003","Census Tract 5230.03, Maricopa County, Arizona","28292","null","29635","null",
"1400000US04013523005","Census Tract 5230.05, Maricopa County, Arizona","54057","null","50259","null",
"1400000US04013523006","Census Tract 5230.06, Maricopa County, Arizona","22413","null","25694","null",
"1400000US04013523102","Census Tract 5231.02, Maricopa County, Arizona","34327","null","16042","null",
"1400000US04013523103","Census Tract 5231.03, Maricopa County, Arizona","50119","null","37798","null",
"1400000US04013523104","Census Tract 5231.04, Maricopa County, Arizona","7428","null","33382","null",
"1400000US04013610000","Census Tract 6100, Maricopa County, Arizona","38122","null","53969","null",
"1400000US04013610100","Census Tract 6101, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610200","Census Tract 6102, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610300","Census Tract 6103, Maricopa County, Arizona","49917","null","67042","null",
"1400000US04013610400","Census Tract 6104, Maricopa County, Arizona","31603","null","74792","null",
"1400000US04013610500","Census Tract 6105, Maricopa County, Arizona","51810","null","44688","null",
"1400000US04013610600","Census Tract 6106, Maricopa County, Arizona","32750","null","165987","null",
"1400000US04013610700","Census Tract 6107, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610800","Census Tract 6108, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610900","Census Tract 6109, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013611000","Census Tract 6110, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611100","Census Tract 6111, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611200","Census Tract 6112, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611300","Census Tract 6113, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611400","Census Tract 6114, Maricopa County, Arizona","60506","null","150000","null",
"1400000US04013611500","Census Tract 6115, Maricopa County, Arizona","92233","null","100192","null",
"1400000US04013611600","Census Tract 6116, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611700","Census Tract 6117, Maricopa County, Arizona","321667","null","49688","null",
"1400000US04013611800","Census Tract 6118, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611900","Census Tract 6119, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612000","Census Tract 6120, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612200","Census Tract 6122, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612300","Census Tract 6123, Maricopa County, Arizona","12105","null","66824","null",
"1400000US04013612400","Census Tract 6124, Maricopa County, Arizona","113339","null","66650","null",
"1400000US04013612500","Census Tract 6125, Maricopa County, Arizona","37996","null","54355","null",
"1400000US04013612600","Census Tract 6126, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612700","Census Tract 6127, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612800","Census Tract 6128, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612900","Census Tract 6129, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613000","Census Tract 6130, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613100","Census Tract 6131, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613200","Census Tract 6132, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613300","Census Tract 6133, Maricopa County, Arizona","88434","null","157719","null",
"1400000US04013613400","Census Tract 6134, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613500","Census Tract 6135, Maricopa County, Arizona","28682","null","100288","null",
"1400000US04013613600","Census Tract 6136, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613700","Census Tract 6137, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613800","Census Tract 6138, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613900","Census Tract 6139, Maricopa County, Arizona","51401","null","84531","null",
"1400000US04013614000","Census Tract 6140, Maricopa County, Arizona","**","**","-","-",
"1400000US04013614100","Census Tract 6141, Maricopa County, Arizona","102161","null","150586","null",
"1400000US04013614200","Census Tract 6142, Maricopa County, Arizona","179071","null","197697","null",
"1400000US04013614300","Census Tract 6143, Maricopa County, Arizona","**","**","-","-",
"1400000US04013614400","Census Tract 6144, Maricopa County, Arizona","**","**","-","-",
"1400000US04013614500","Census Tract 6145, Maricopa County, Arizona","**","**","-","-",
"1400000US04013614600","Census Tract 6146, Maricopa County, Arizona","19504","null","31972","null",
"1400000US04013614700","Census Tract 6147, Maricopa County, Arizona","23405","null","30846","null",
"1400000US04013614800","Census Tract 6148, Maricopa County, Arizona","120206","null","67614","null",
"1400000US04013614900","Census Tract 6149, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615000","Census Tract 6150, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615200","Census Tract 6152, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","25069","null","37708","null",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","8072","null","26295","null",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","17884","null","31944","null",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","33490","null","50972","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","4863","null","19280","null",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","**","**","-","-",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","15636","null","54028","null",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","5528","null","46845","null",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","**","**","-","-",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","37733","null","41301","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","36310","null","57870","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","**","**","-","-",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","65865","null","31250","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","**","**","-","-",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","17990","null","67589","null",
"1400000US04013617000","Census Tract 6170, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","101187","null","183125","null",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","130475","null","81250","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","24319","null","12250","null",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","5625","null","61525","null",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","51861","null","9398","null",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","75802","null","24318","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","52075","null","43750","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","16205","null","22054","null",
