"GEO_ID","NAME","B19013F_001M","B19013F_001MA","B19013F_001E","B19013F_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","36997","null","24656","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","429220","null","245089","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","21540","null","52112","null",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","16053","null","50842","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","18860","null","40938","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","32549","null","53190","null",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","7625","null","34583","null",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","26163","null","40833","null",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","54788","null","61250","null",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","37005","null","48788","null",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","86252","null","19306","null",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","65185","null","32000","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","20698","null","52000","null",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","12959","null","50245","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","23327","null","58000","null",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","22028","null","51932","null",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","34398","null","71250","null",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","93201","null","65104","null",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","184168","null","142961","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","24999","null","44844","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","27789","null","43681","null",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","97315","null","95972","null",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","7300","null","52724","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","51232","null","46797","null",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","6265","null","47237","null",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","37454","null","40298","null",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","1656","null","4189","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","5478","null","21773","null",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","2824","null","31207","null",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","35652","null","42841","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","16436","null","13672","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","16791","null","29000","null",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","6570","null","17604","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","204700","null","95769","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","87367","null","77174","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","79753","null","16319","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","38015","null","67159","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","38884","null","48063","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","8149","null","18580","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","14469","null","42468","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","2115","null","35657","null",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","9373","null","41046","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","84552","null","93864","null",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","2814","null","34044","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","29468","null","51354","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","7976","null","36676","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","18630","null","11618","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","40195","null","39479","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","8044","null","38500","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","91750","null","119519","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","38577","null","83875","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","35965","null","16833","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","22194","null","49659","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","10053","null","60382","null",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","5728","null","18208","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","16120","null","40082","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","20801","null","42697","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","51776","null","78100","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","10635","null","38385","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","6164","null","21047","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","9516","null","32561","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","8810","null","36849","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","28408","null","17045","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","42609","null","88333","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","22066","null","11528","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","296003","null","34276","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","96515","null","24831","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","20424","null","27313","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","84644","null","37857","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","38728","null","26635","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","12288","null","21800","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","7887","null","38026","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","20175","null","36412","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","11426","null","20184","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","8029","null","29621","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","23239","null","41167","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","3577","null","32720","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","16259","null","53105","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","6071","null","24962","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","20102","null","41667","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","9212","null","36500","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","23993","null","38958","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","34117","null","29420","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","3139","null","34662","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","10656","null","51306","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","7657","null","38711","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","2962","null","28706","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","27281","null","36111","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","10760","null","38705","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","43206","null","66250","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","50744","null","52604","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","17649","null","48750","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","21315","null","41500","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","24146","null","45129","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","4152","null","35806","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","21620","null","34205","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","17228","null","31432","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","181032","null","95208","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","24476","null","27417","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","18529","null","46944","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","17783","null","37857","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","28563","null","18750","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","66899","null","103077","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","28268","null","19597","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","43813","null","42583","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","19871","null","50833","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","17501","null","17115","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","12134","null","20347","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","1867","null","16765","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","18140","null","26125","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","41673","null","37153","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","20442","null","36591","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","54984","null","47778","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","4016","null","14044","null",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","14353","null","31683","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","21396","null","27917","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","15832","null","11875","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","19309","null","32159","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","53771","null","19219","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","10030","null","21902","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","10334","null","43226","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","18762","null","25714","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","8547","null","35897","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","2926","null","34911","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","15072","null","44583","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","22254","null","42279","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","11250","null","47386","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","17288","null","45288","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","6795","null","38750","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","10230","null","35573","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","34392","null","41023","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","105119","null","61176","null",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","23642","null","35360","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","49555","null","83636","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","16950","null","48382","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","66641","null","7279","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","5111","null","53147","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","86788","null","57102","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","27322","null","14250","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","25822","null","43304","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","12362","null","38417","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","11806","null","36563","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","15226","null","26250","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","8840","null","24412","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","2372","null","22432","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","6637","null","8750","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","10460","null","22031","null",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","7549","null","14934","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","8502","null","23636","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","73209","null","65078","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","57565","null","44432","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","3684","null","28452","null",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","10637","null","34904","null",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","38346","null","13438","null",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","42777","null","30156","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","12484","null","40903","null",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","9802","null","16591","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","38952","null","45119","null",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","8006","null","25057","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","4474","null","34032","null",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","6372","null","43989","null",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","19678","null","18889","null",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","15282","null","36316","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","18296","null","14866","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","31651","null","30694","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","84961","null","49286","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","18015","null","29293","null",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","70078","null","53813","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","13125","null","58047","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","44103","null","60313","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","41157","null","37083","null",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","17763","null","29063","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","12119","null","57121","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","53517","null","54300","null",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","8407","null","48125","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","14038","null","45682","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","11800","null","58661","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","87037","null","44625","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","26829","null","54375","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","15783","null","47708","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","25604","null","56473","null",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","18722","null","41932","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","56239","null","36932","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","72027","null","98819","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","21062","null","62207","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","60398","null","63707","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","5878","null","76771","null",
"1400000US04013116608","Census Tract 1166.08, Maricopa County, Arizona","21901","null","73487","null",
"1400000US04013116609","Census Tract 1166.09, Maricopa County, Arizona","13348","null","94081","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","110435","null","93068","null",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","36619","null","48542","null",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","17152","null","87734","null",
"1400000US04013116613","Census Tract 1166.13, Maricopa County, Arizona","64627","null","51154","null",
"1400000US04013116702","Census Tract 1167.02, Maricopa County, Arizona","20134","null","41719","null",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","66182","null","88194","null",
"1400000US04013116704","Census Tract 1167.04, Maricopa County, Arizona","38610","null","61696","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","10942","null","49583","null",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","5712","null","66852","null",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","211158","null","12422","null",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","215379","null","115139","null",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","19683","null","63889","null",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","22320","null","72604","null",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","37648","null","22171","null",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","325281","null","89643","null",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","13336","null","112083","null",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","180487","null","87417","null",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","58843","null","93864","null",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","2127","null","21875","null",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","33651","null","45122","null",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","21814","null","41250","null",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","99275","null","93056","null",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","54954","null","31000","null",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","29694","null","7083","null",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216818","Census Tract 2168.18, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","295570","null","86875","null",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","48343","null","50721","null",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","33725","null","70694","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","160753","null","39667","null",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","379457","null","150000","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","596","null","38938","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","242875","null","192500","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","263218","null","57019","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","183007","null","97578","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","5813","null","33750","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","110012","null","12232","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","3770","null","46397","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","42917","null","64167","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","112003","null","38229","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","32110","null","14773","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","41076","null","48333","null",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","**","**","-","-",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","10932","null","28239","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","61845","null","81750","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","***","***","2,500-","2,500-",
