"GEO_ID","NAME","B25001_001E","B25001_001M","B25001_001MA","B25001_001EA",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","552","72","null","null",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","445","65","null","null",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","1645","164","null","null",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","1226","122","null","null",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","1767","125","null","null",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","1161","124","null","null",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","1407","144","null","null",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","1634","114","null","null",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","1885","167","null","null",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","1878","126","null","null",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","507","39","null","null",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","1661","123","null","null",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","1385","90","null","null",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","1643","86","null","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","1353","101","null","null",
"1400000US04012020100","Census Tract 201, La Paz County, Arizona","1879","181","null","null",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","2552","185","null","null",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","1477","110","null","null",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","1330","187","null","null",
"1400000US04012020502","Census Tract 205.02, La Paz County, Arizona","3775","459","null","null",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","1069","98","null","null",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","1470","137","null","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","2510","201","null","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","0","13","null","null",
"1400000US04013010101","Census Tract 101.01, Maricopa County, Arizona","2927","166","null","null",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","3471","182","null","null",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","3130","307","null","null",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","1987","218","null","null",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","3205","289","null","null",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","4299","61","null","null",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","4694","104","null","null",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","1171","25","null","null",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","2212","35","null","null",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","2255","36","null","null",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","2380","216","null","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","2049","131","null","null",
"1400000US04013040517","Census Tract 405.17, Maricopa County, Arizona","2904","206","null","null",
"1400000US04013040518","Census Tract 405.18, Maricopa County, Arizona","2866","199","null","null",
"1400000US04013040519","Census Tract 405.19, Maricopa County, Arizona","2440","139","null","null",
"1400000US04013040520","Census Tract 405.20, Maricopa County, Arizona","1570","86","null","null",
"1400000US04013040521","Census Tract 405.21, Maricopa County, Arizona","1698","158","null","null",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","2960","47","null","null",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","2201","31","null","null",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","890","92","null","null",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","2034","111","null","null",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","1618","53","null","null",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","2713","138","null","null",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","4470","103","null","null",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","2381","58","null","null",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","1557","41","null","null",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","2445","55","null","null",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","1851","140","null","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","1353","94","null","null",
"1400000US04013050605","Census Tract 506.05, Maricopa County, Arizona","2373","214","null","null",
"1400000US04013050606","Census Tract 506.06, Maricopa County, Arizona","2640","199","null","null",
"1400000US04013050607","Census Tract 506.07, Maricopa County, Arizona","2424","147","null","null",
"1400000US04013050608","Census Tract 506.08, Maricopa County, Arizona","2447","211","null","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","2194","87","null","null",
"1400000US04013050610","Census Tract 506.10, Maricopa County, Arizona","2531","171","null","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","1444","192","null","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","1828","112","null","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","1952","168","null","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","2744","146","null","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","728","71","null","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","1431","121","null","null",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","1115","57","null","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","1556","84","null","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","1183","59","null","null",
"1400000US04013061009","Census Tract 610.09, Maricopa County, Arizona","3568","227","null","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","2406","243","null","null",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","1889","94","null","null",
"1400000US04013061012","Census Tract 610.12, Maricopa County, Arizona","3547","135","null","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","2033","39","null","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","2218","113","null","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","1974","69","null","null",
"1400000US04013061016","Census Tract 610.16, Maricopa County, Arizona","1751","118","null","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","0","13","null","null",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","3292","122","null","null",
"1400000US04013061019","Census Tract 610.19, Maricopa County, Arizona","1210","128","null","null",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","1413","49","null","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","567","20","null","null",
"1400000US04013061022","Census Tract 610.22, Maricopa County, Arizona","3602","144","null","null",
"1400000US04013061023","Census Tract 610.23, Maricopa County, Arizona","3295","218","null","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","752","28","null","null",
"1400000US04013061025","Census Tract 610.25, Maricopa County, Arizona","2501","157","null","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","1823","79","null","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","2317","52","null","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","1136","46","null","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","2150","67","null","null",
"1400000US04013061030","Census Tract 610.30, Maricopa County, Arizona","2568","75","null","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","1204","73","null","null",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","1964","54","null","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","2225","63","null","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","2466","76","null","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","2397","69","null","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","824","66","null","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","1376","115","null","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","1591","46","null","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","1263","36","null","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","1420","79","null","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","1394","73","null","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","1307","130","null","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","794","43","null","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","2186","129","null","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","1794","128","null","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","2085","79","null","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","1067","26","null","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","672","91","null","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","2236","73","null","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","782","27","null","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","668","52","null","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","1810","79","null","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","3759","119","null","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","2670","43","null","null",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","4323","117","null","null",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","2927","46","null","null",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","2219","75","null","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","1418","29","null","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","1501","35","null","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","2219","62","null","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","611","16","null","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","1638","35","null","null",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","1939","43","null","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","2266","98","null","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","1481","38","null","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","1781","123","null","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","904","61","null","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","2711","41","null","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","3841","117","null","null",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","2593","40","null","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","2541","126","null","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","2149","102","null","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","1876","39","null","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","2479","54","null","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","1172","64","null","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","1055","91","null","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","1909","81","null","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","1044","28","null","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","1511","32","null","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","2407","71","null","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","1365","31","null","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","1531","46","null","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","1371","52","null","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","1242","46","null","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","1980","54","null","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","744","16","null","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","1485","33","null","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","1483","29","null","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","844","33","null","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","1552","50","null","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","695","26","null","null",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","1701","55","null","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","1808","62","null","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","1558","56","null","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","820","60","null","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","2056","74","null","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","1372","74","null","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","1337","59","null","null",
"1400000US04013082203","Census Tract 822.03, Maricopa County, Arizona","2350","103","null","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","1658","85","null","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","1659","42","null","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","940","62","null","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","856","48","null","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","795","75","null","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","846","79","null","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","1472","49","null","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","1402","81","null","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","2289","248","null","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","1468","56","null","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","2355","50","null","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","2392","97","null","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","2587","77","null","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","2038","77","null","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","1475","30","null","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","2574","86","null","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","1935","44","null","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","1576","39","null","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","2026","128","null","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","1293","66","null","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","1454","58","null","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","827","28","null","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","1513","35","null","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","1567","64","null","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","1148","30","null","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","1555","62","null","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","1514","31","null","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","1319","63","null","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","1227","26","null","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","1648","37","null","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","1295","29","null","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","1787","54","null","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","2288","98","null","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","908","90","null","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","1830","38","null","null",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","1595","63","null","null",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","1751","70","null","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","1800","36","null","null",
"1400000US04013092900","Census Tract 929, Maricopa County, Arizona","1194","51","null","null",
"1400000US04013093001","Census Tract 930.01, Maricopa County, Arizona","2128","90","null","null",
"1400000US04013093002","Census Tract 930.02, Maricopa County, Arizona","1429","34","null","null",
"1400000US04013093101","Census Tract 931.01, Maricopa County, Arizona","1807","65","null","null",
"1400000US04013093104","Census Tract 931.04, Maricopa County, Arizona","1837","62","null","null",
"1400000US04013093105","Census Tract 931.05, Maricopa County, Arizona","2179","37","null","null",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","1220","40","null","null",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","1532","57","null","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","1066","23","null","null",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","939","57","null","null",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","924","47","null","null",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","2661","34","null","null",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","2539","83","null","null",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","3524","37","null","null",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","1785","51","null","null",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","1711","32","null","null",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","1519","45","null","null",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","1001","36","null","null",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","2203","69","null","null",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","2825","42","null","null",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","1838","20","null","null",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","1767","35","null","null",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","2580","28","null","null",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","1807","43","null","null",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","1984","60","null","null",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","1208","38","null","null",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","1522","48","null","null",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","1855","28","null","null",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","1277","19","null","null",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","2636","70","null","null",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","1954","60","null","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","2585","25","null","null",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","1873","25","null","null",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","1861","54","null","null",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","1627","19","null","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","2479","28","null","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","2398","24","null","null",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","2554","32","null","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","1266","22","null","null",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","2015","29","null","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","2578","81","null","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","1766","24","null","null",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","2448","32","null","null",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","2771","124","null","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","2634","60","null","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","1901","25","null","null",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","2421","28","null","null",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","1155","29","null","null",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","2609","40","null","null",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","1439","28","null","null",
