"GEO_ID","NAME","B19013I_001E","B19013I_001EA","B19013I_001M","B19013I_001MA",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","29271","null","17831","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","42058","null","16639","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","-","-","**","**",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","77955","null","22564","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","-","-","**","**",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","47835","null","24630","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","51433","null","31610","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","84819","null","43620","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","33277","null","18159","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","82500","null","27455","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","39432","null","19637","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","-","-","**","**",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","56900","null","28522","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","33818","null","10062","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","73269","null","49332","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","70061","null","20391","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","54740","null","39840","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","72313","null","5131","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","28485","null","6317","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","39282","null","15251","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","34688","null","24851","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","53125","null","18769","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","-","-","**","**",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","61600","null","28871","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","58542","null","32353","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","51204","null","48258","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","15064","null","12909","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","39688","null","20142","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","-","-","**","**",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","51004","null","27264","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","100693","null","40547","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","38178","null","3856","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","-","-","**","**",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","-","-","**","**",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","-","-","**","**",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","-","-","**","**",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","-","-","**","**",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","-","-","**","**",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","26806","null","17730","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","-","-","**","**",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","-","-","**","**",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","-","-","**","**",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","-","-","**","**",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","-","-","**","**",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","34706","null","4755","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","33750","null","19283","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","37262","null","21047","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","29537","null","28150","null",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","53875","null","13941","null",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","37458","null","5565","null",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","-","-","**","**",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","40417","null","37147","null",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","-","-","**","**",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","38056","null","9896","null",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","33250","null","15440","null",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","71339","null","26901","null",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","43625","null","21760","null",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","55231","null","16529","null",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","43214","null","16067","null",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","50000","null","41128","null",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","48750","null","13762","null",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","39399","null","9587","null",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","68219","null","9557","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","30000","null","10093","null",
"1400000US04012020100","Census Tract 201, La Paz County, Arizona","30341","null","11828","null",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","45625","null","28071","null",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","35601","null","4225","null",
"1400000US04012020502","Census Tract 205.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","37402","null","28700","null",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","35250","null","13266","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","25958","null","2548","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","-","-","**","**",
"1400000US04013010101","Census Tract 101.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","39236","null","19169","null",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","26563","null","9398","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","47978","null","20976","null",
"1400000US04013040517","Census Tract 405.17, Maricopa County, Arizona","54803","null","42209","null",
"1400000US04013040518","Census Tract 405.18, Maricopa County, Arizona","61272","null","20421","null",
"1400000US04013040519","Census Tract 405.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040520","Census Tract 405.20, Maricopa County, Arizona","44566","null","35103","null",
"1400000US04013040521","Census Tract 405.21, Maricopa County, Arizona","114602","null","19989","null",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","58250","null","24439","null",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","100139","null","12344","null",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","35956","null","7631","null",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","74000","null","40316","null",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","29819","null","2706","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","36953","null","10194","null",
"1400000US04013050605","Census Tract 506.05, Maricopa County, Arizona","92847","null","32871","null",
"1400000US04013050606","Census Tract 506.06, Maricopa County, Arizona","34821","null","32598","null",
"1400000US04013050607","Census Tract 506.07, Maricopa County, Arizona","46875","null","4867","null",
"1400000US04013050608","Census Tract 506.08, Maricopa County, Arizona","49523","null","16366","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","52342","null","8289","null",
"1400000US04013050610","Census Tract 506.10, Maricopa County, Arizona","46823","null","7696","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","54306","null","25336","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","39621","null","3303","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","46585","null","5829","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","35710","null","7670","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","55625","null","38173","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","38458","null","8467","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","42770","null","5016","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","39567","null","8746","null",
"1400000US04013061009","Census Tract 610.09, Maricopa County, Arizona","70918","null","11638","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","71563","null","42486","null",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","70333","null","12640","null",
"1400000US04013061012","Census Tract 610.12, Maricopa County, Arizona","57879","null","49389","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","71538","null","17767","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","50904","null","13856","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","57235","null","14741","null",
"1400000US04013061016","Census Tract 610.16, Maricopa County, Arizona","80994","null","8783","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061019","Census Tract 610.19, Maricopa County, Arizona","58654","null","12435","null",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","84919","null","21753","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","97955","null","29878","null",
"1400000US04013061022","Census Tract 610.22, Maricopa County, Arizona","59952","null","10258","null",
"1400000US04013061023","Census Tract 610.23, Maricopa County, Arizona","82737","null","10912","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","70417","null","14637","null",
"1400000US04013061025","Census Tract 610.25, Maricopa County, Arizona","65455","null","39897","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","55638","null","8571","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","70435","null","41728","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","54100","null","13077","null",
"1400000US04013061030","Census Tract 610.30, Maricopa County, Arizona","85119","null","8081","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","69917","null","16217","null",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","84872","null","24006","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","46548","null","12768","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","112159","null","90431","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","50109","null","30292","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","80268","null","33440","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","75139","null","33822","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","61458","null","17657","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","102083","null","13565","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","52420","null","25056","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","43713","null","7640","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","43958","null","10093","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","62837","null","10972","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","66875","null","13026","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","76691","null","29789","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","64432","null","26976","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","106250","null","24134","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","48333","null","21071","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","27310","null","13186","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","46458","null","21502","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","26900","null","9327","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","22691","null","5874","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","26333","null","10678","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","56328","null","21543","null",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","48824","null","15879","null",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","116250","null","41022","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","62202","null","16885","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","62361","null","33985","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","33173","null","30779","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","61875","null","3825","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","45833","null","26475","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","42235","null","31322","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","21780","null","10060","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","58750","null","9429","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","41333","null","20351","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","75114","null","34079","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","52083","null","16731","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","65648","null","21474","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","33263","null","3240","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","56406","null","9021","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","35435","null","13659","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","38683","null","5060","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","49236","null","17381","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","36000","null","4807","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","41701","null","7475","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","32969","null","3518","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","59306","null","13152","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","74750","null","23141","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","64444","null","12169","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","47150","null","13625","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","67955","null","15930","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","81250","null","22362","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","93250","null","59328","null",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","60417","null","34112","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","83173","null","19467","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","52632","null","17037","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","75000","null","7944","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","67500","null","8677","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","55585","null","7589","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","50375","null","7924","null",
"1400000US04013082203","Census Tract 822.03, Maricopa County, Arizona","52146","null","10294","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","61086","null","8117","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","54318","null","9170","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","69333","null","9248","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","53977","null","3913","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","40505","null","6633","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","36825","null","6445","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","54148","null","15783","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","72796","null","4363","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","38214","null","6124","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","59007","null","4970","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","44364","null","16620","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","44038","null","20050","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","39473","null","6298","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","60524","null","7611","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","10750","null","5898","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","41554","null","18735","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","27137","null","6920","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","52120","null","7330","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","39659","null","18533","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","20052","null","14074","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","28036","null","14170","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","42292","null","25591","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","46225","null","3995","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","61650","null","12705","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","41902","null","14947","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","47386","null","28387","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","48443","null","7173","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","33095","null","9960","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","50658","null","15652","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","31226","null","4265","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","19767","null","18507","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","49962","null","15867","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","58804","null","15810","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","102500","null","7836","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","36025","null","8293","null",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","45870","null","9433","null",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","27104","null","8504","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","33009","null","8816","null",
"1400000US04013092900","Census Tract 929, Maricopa County, Arizona","24643","null","8902","null",
"1400000US04013093001","Census Tract 930.01, Maricopa County, Arizona","35189","null","22162","null",
"1400000US04013093002","Census Tract 930.02, Maricopa County, Arizona","37708","null","17045","null",
"1400000US04013093101","Census Tract 931.01, Maricopa County, Arizona","26393","null","3867","null",
"1400000US04013093104","Census Tract 931.04, Maricopa County, Arizona","28934","null","4126","null",
"1400000US04013093105","Census Tract 931.05, Maricopa County, Arizona","22899","null","4248","null",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","34271","null","13338","null",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","28750","null","9913","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","128750","null","29453","null",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","90250","null","74043","null",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","83750","null","1325","null",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","64803","null","42946","null",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","156111","null","101404","null",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","57642","null","49746","null",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","148409","null","119134","null",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","35833","null","18860","null",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","28634","null","4804","null",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","30270","null","4263","null",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","24632","null","6534","null",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","64063","null","23187","null",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","48472","null","32939","null",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","67578","null","50316","null",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","45956","null","40925","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","82500","null","36391","null",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","43354","null","10250","null",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","83654","null","66535","null",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","56528","null","13386","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","49669","null","6430","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","81339","null","60819","null",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","47766","null","25417","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","43625","null","10514","null",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","21308","null","2057","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","43030","null","28795","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","53598","null","4342","null",
