"GEO_ID","NAME","B19013I_001M","B19013I_001MA","B19013I_001E","B19013I_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","**","**","-","-",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","8049","null","30274","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","29741","null","59866","null",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","59993","null","53917","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","39611","null","51481","null",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","5279","null","26010","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","79422","null","53934","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","75975","null","80076","null",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","5284","null","52944","null",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","13854","null","47109","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","9026","null","41025","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","7984","null","53350","null",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","9269","null","41931","null",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","13520","null","44558","null",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","8081","null","32198","null",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","9963","null","45583","null",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","27028","null","53750","null",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","17102","null","41011","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","71641","null","39615","null",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","57482","null","50000","null",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","11477","null","47734","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","118660","null","95000","null",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","24432","null","62609","null",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","36251","null","75398","null",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","15328","null","44653","null",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","52938","null","72978","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","76725","null","142969","null",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","5613","null","43421","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","17995","null","44792","null",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","28613","null","71094","null",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","116736","null","55536","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","24721","null","59063","null",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","11056","null","44519","null",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","8807","null","28348","null",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","37844","null","6058","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","6705","null","30179","null",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","4139","null","31853","null",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","3510","null","28731","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","9254","null","36364","null",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","4153","null","26760","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","62033","null","42656","null",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","79820","null","51989","null",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","205862","null","130089","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","79392","null","140820","null",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","36958","null","59707","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","177659","null","247596","null",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","11194","null","39432","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","17809","null","28203","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","24981","null","90030","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","19990","null","31667","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","9645","null","21333","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","27740","null","40705","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","24104","null","42500","null",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","10777","null","37902","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","29964","null","42344","null",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","4286","null","36385","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","5087","null","48850","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","9032","null","36379","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","21397","null","12596","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","16581","null","36484","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","7340","null","39924","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","26356","null","30139","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","76294","null","119250","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","6845","null","53778","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","59588","null","90278","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","49068","null","47813","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","51213","null","53375","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","93565","null","130469","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","16253","null","42250","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","6645","null","49688","null",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","20494","null","60156","null",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","3662","null","18418","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","39813","null","41083","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","9952","null","41159","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","10039","null","42695","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","11613","null","39750","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","9237","null","38073","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","4564","null","20402","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","5900","null","34235","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","2863","null","35817","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","14202","null","22051","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","40238","null","80625","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","3528","null","34161","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","59870","null","52292","null",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","25655","null","17411","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","46583","null","83125","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","100260","null","53571","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","105372","null","81406","null",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","94102","null","3984","null",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","30893","null","53125","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","140088","null","225658","null",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","36219","null","40694","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","26036","null","32209","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","49842","null","54922","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","18910","null","40195","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","8191","null","30063","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","7842","null","27128","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","35340","null","26857","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","11279","null","34957","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","12618","null","47288","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","4400","null","16813","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","3759","null","28989","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","11301","null","26970","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","4091","null","31677","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","7921","null","45038","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","4854","null","25909","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","8009","null","26991","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","10998","null","35556","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","9647","null","42500","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","14579","null","39688","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","3904","null","34181","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","6284","null","52005","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","16156","null","28250","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","13521","null","31935","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","7340","null","31133","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","6470","null","36859","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","5822","null","35805","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","2380","null","46197","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","3476","null","32227","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","11839","null","44563","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","6174","null","32424","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","10130","null","46656","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","4747","null","35062","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","2677","null","34469","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","17292","null","32833","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","14180","null","31875","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","14794","null","25354","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","9073","null","38722","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","9755","null","37571","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","11970","null","25352","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","68670","null","87969","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","4484","null","19073","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","7105","null","27109","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","29645","null","50560","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","18642","null","21061","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","5609","null","28542","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","4334","null","20995","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","23765","null","25990","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","10794","null","27434","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","7644","null","33811","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","8066","null","35966","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","3981","null","25639","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","7126","null","20652","null",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","4629","null","27703","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","1690","null","25963","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","3149","null","19419","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","21734","null","28350","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","96550","null","22407","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","20028","null","35050","null",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","4871","null","24290","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","5471","null","38520","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","6403","null","29539","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","6468","null","28017","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","5505","null","33951","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","7629","null","40319","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","11470","null","40408","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","4770","null","45290","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","16401","null","45108","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","6709","null","32192","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","4974","null","31674","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","11628","null","20529","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","15468","null","41765","null",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","6419","null","33226","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","13465","null","67344","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","12718","null","48733","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","4205","null","29656","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","3429","null","45604","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","14079","null","52721","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","10585","null","20521","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","3740","null","22286","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","4112","null","31750","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","6176","null","22772","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","14129","null","33350","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","8167","null","30673","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","5399","null","17040","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","8031","null","14722","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","1409","null","21433","null",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","4046","null","11188","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","12217","null","13696","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","7559","null","36630","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","2948","null","20905","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","4478","null","20802","null",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","2804","null","23984","null",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","9904","null","23173","null",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","2847","null","12665","null",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","23661","null","16103","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","14878","null","19135","null",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","13139","null","22401","null",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","26433","null","41042","null",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","10914","null","13750","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","11375","null","25324","null",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","2439","null","23558","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","4586","null","22630","null",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","7407","null","32961","null",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","3666","null","28015","null",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","10382","null","24609","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","9872","null","14186","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","29192","null","34688","null",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","12000","null","30532","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","6674","null","23946","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","11096","null","39137","null",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","13228","null","34931","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","10510","null","41007","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","6338","null","34688","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","12804","null","27045","null",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","9463","null","24018","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","19775","null","37545","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","7351","null","26638","null",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","15261","null","51125","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","12078","null","49375","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","4045","null","43853","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","13240","null","29219","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","15067","null","45185","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","10706","null","42988","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","4638","null","38883","null",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","5016","null","37368","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","7070","null","60043","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","15803","null","51378","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","24705","null","72667","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","15591","null","55174","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","38832","null","32600","null",
"1400000US04013116608","Census Tract 1166.08, Maricopa County, Arizona","5693","null","66967","null",
"1400000US04013116609","Census Tract 1166.09, Maricopa County, Arizona","49940","null","62550","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","16820","null","52946","null",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","38313","null","85801","null",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","31561","null","59583","null",
"1400000US04013116613","Census Tract 1166.13, Maricopa County, Arizona","37173","null","52404","null",
"1400000US04013116702","Census Tract 1167.02, Maricopa County, Arizona","5651","null","32730","null",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","9261","null","46875","null",
"1400000US04013116704","Census Tract 1167.04, Maricopa County, Arizona","11443","null","60354","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","15332","null","63000","null",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","7115","null","42794","null",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","62830","null","80804","null",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","322274","null","107167","null",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","44677","null","95577","null",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","43949","null","85469","null",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","62182","null","59286","null",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","32917","null","36920","null",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","15909","null","36953","null",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","90572","null","73333","null",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","31417","null","72063","null",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","33230","null","65300","null",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","5967","null","98875","null",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","27235","null","92500","null",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","77596","null","135938","null",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","111286","null","135875","null",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","183391","null","170417","null",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","91544","null","74583","null",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","121455","null","82875","null",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","28858","null","59034","null",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","9665","null","30076","null",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","19318","null","27928","null",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","19301","null","42188","null",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","73198","null","62273","null",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","4777","null","19526","null",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","12742","null","13807","null",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","107128","null","81652","null",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","54169","null","58750","null",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","54380","null","118750","null",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","156054","null","112667","null",
"1400000US04013216818","Census Tract 2168.18, Maricopa County, Arizona","162734","null","180256","null",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","12626","null","115925","null",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","78026","null","37250","null",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","133471","null","155536","null",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","20447","null","153313","null",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","84778","null","61250","null",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","60903","null","87465","null",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","39613","null","74922","null",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","88614","null","24167","null",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","44985","null","42736","null",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","28375","null","71088","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","37842","null","65884","null",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","5511","null","102632","null",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","281153","null","54936","null",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","199045","null","174643","null",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","7328","null","57770","null",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","162447","null","46838","null",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","163503","null","207625","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","192810","null","177321","null",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","17069","null","35292","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","137859","null","114911","null",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","129390","null","71635","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","30957","null","68971","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","1204","null","38813","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","157263","null","69732","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","25452","null","57019","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","59848","null","59357","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","46547","null","52292","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","3687","null","79125","null",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","64515","null","45060","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","20361","null","32995","null",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","51358","null","10089","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","71136","null","131161","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","62080","null","34000","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","10086","null","52241","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","5918","null","33036","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","26760","null","47250","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","80344","null","70729","null",
